id,c_sti,c_raj,t_sti,name,name_raj
1,528,1,6,ЯСИНУВАТСЬКА ОБ'ЄДНАНА ДПI (АВДIЇВСЬКЕ ВIД-НЯ),М.АВДIЇВКА
2,510,10,2,ДПI У М.ДРУЖКIВЦI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ДРУЖКIВКА
3,511,11,6,ЄНАКIЄВСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ЄНАКIЄВО
4,527,12,6,ШАХТАРСЬКА ОБ'ЄДНАНА ДПI (М.ЖДАНIВКА),М.ЖДАНIВКА
5,527,13,6,ШАХТАРСЬКА ОБ'ЄДНАНА ДПI (КIРОВСЬКЕ ВIД-НЯ),М.КIРОВСЬКЕ
6,514,14,6,КОСТЯНТИНIВСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.КОСТЯНТИНIВКА
7,515,15,2,ДПI У М.КРАМАТОРСЬКУ ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.КРАМАТОРСЬК
8,516,16,6,КРАСНОАРМIЙСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.КРАСНОАРМIЙСЬК
9,522,17,6,СЛОВ'ЯНСЬКА ОДПI ГУ МД У ДОН.ОБЛ(КРАСНОЛИМАНСЬКЕ ВIД-Н,М.КРАСНИЙ ЛИМАН
10,518,18,6,МАКIЇВСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.МАКIЇВКА
11,519,19,6,МАРIУПОЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.МАРIУПОЛЬ
12,502,2,6,АРТЕМIВСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.АРТЕМIВСЬК
13,516,20,6,КРАСНОАРМIЙСЬКА ОБ'ЄДНАНА ДПI (М.НОВОГРОДIВКА),М.НОВОГРОДIВКА
14,516,21,6,КРАСНОАРМIЙСЬКА ОБ'ЄДНАНА ДПI (СЕЛIДIВСЬКЕ ВIД-НЯ),М.СЕЛИДОВЕ
15,522,22,6,СЛОВ'ЯНСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.СЛОВ'ЯНСЬК
16,524,23,6,ТОРЕЗЬКА ОБ'ЄДНАНА ДПI (СНIЖНЯНСЬКЕ ВIД-НЯ),М.СНIЖНЕ
17,524,24,6,ТОРЕЗЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ТОРЕЗ
18,538,25,6,МАР'ЇНСЬКА ОБ'ЄДНАНА ДПI (ВУГЛЕДАРСЬКЕ ВIД-НЯ),М.ВУГЛЕДАР
19,526,26,2,ДПI У М.ХАРЦИЗЬКУ ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ХАРЦИЗЬК
20,527,27,6,ШАХТАРСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ШАХТАРСЬК
21,528,28,6,ЯСИНУВАТСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ЯСИНУВАТА
22,507,29,6,ДОБРОПIЛЬСЬКА ОБ'ЄДНАНА ДПI (ОЛЕКСАНДРIВСЬКЕ ВIД-НЯ),ОЛЕКСАНДРIВСЬКИЙ Р-Н
23,503,3,6,ГОРЛIВСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ГОРЛIВКА
24,530,30,2,ДПI У АМВРОСIЇВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ О,АМВРОСIЇВСЬКИЙ Р-Н
25,502,31,6,АРТЕМIВСЬКА ОБ'ЄДНАНА ДПI (АРТЕМIВСЬКИЙ Р-Н),АРТЕМIВСЬКИЙ Р-Н
26,538,32,6,МАР'ЇНСЬКА ОБ'ЄДНАНА ДПI (ВЕЛИКОНОВОСIЛКIВСЬКЕ ВIД-НЯ),ВЕЛИКОНОВОСIЛКIВСЬКИЙ Р-Н
27,533,33,2,ДПI У ВОЛНОВАСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛ,ВОЛНОВАСЬКИЙ Р-Н
28,540,34,6,МАНГУСЬКА ОБ'ЄДНАНА ДПI (ВОЛОДАРСЬКЕ ВIД-НЯ),ВОЛОДАРСЬКИЙ Р-Н
29,507,35,6,ДОБРОПIЛЬСЬКА ОБ'ЄДНАНА ДПI (ДОБРОПIЛЬСЬКИЙ Р-Н),ДОБРОПIЛЬСЬКИЙ Р-Н
30,514,36,6,КОСТЯНТИНIВСЬКА ОБ'ЄДНАНА ДПI (КОСТЯНТИНIВСЬКИЙ Р-Н),КОСТЯНТИНIВСЬКИЙ Р-Н
31,516,37,6,КРАСНОАРМIЙСЬКА ОБ'ЄДНАНА ДПI (КРАСНОАРМIЙСЬКИЙ Р-Н),КРАСНОАРМIЙСЬКИЙ Р-Н
32,538,38,6,МАР'ЇНСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,МАР'ЇНСЬКИЙ Р-Н
33,539,39,6,НОВОАЗОВСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,НОВОАЗОВСЬКИЙ Р-Н
34,511,4,6,ЄНАКIЄВСЬКА ОБ'ЄДНАНА ДПI (ДЕБАЛЬЦЕВСЬКЕ ВIД-НЯ),М.ДЕБАЛЬЦЕВЕ
35,540,40,6,МАНГУСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,ПЕРШОТРАВНЕВИЙ Р-Н
36,522,41,6,СЛОВ'ЯНСЬКА ОБ'ЄДНАНА ДПI (СЛОВ'ЯНСЬКИЙ Р-Н),СЛОВ'ЯНСЬКИЙ Р-Н
37,542,42,2,ДПI У СТАРОБЕШIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ДОН. ОБЛ.,СТАРОБЄШЕВСЬКИЙ Р-Н
38,539,43,6,НОВОАЗОВСЬКА ОБ'ЄДНАНА ДПI (ТЕЛЬМАНIВСЬКЕ ВIД-НЯ),ТЕЛЬМАНIВСЬКИЙ Р-Н
39,527,44,6,ШАХТАРСЬКА ОБ'ЄДНАНА ДПI (ШАХТАРСЬКИЙ Р-Н),ШАХТАРСЬКИЙ Р-Н
40,528,45,6,ЯСИНУВАТСЬКА ОБ'ЄДНАНА ДПI (ЯСИНУВАТСЬКИЙ Р-Н),ЯСИНУВАТСЬКИЙ Р-Н
41,503,5,6,ГОРЛIВСЬКА ОБ'ЄДНАНА ДПI (ДЗЕРЖИНСЬКЕ ВIД-НЯ),М.ДЗЕРЖИНСЬК
42,522,50,6,СЛОВ'ЯНСЬКА ОБ'ЄДНАНА ДПI,КРАСНОЛИМАНСЬКИЙ Р-Н
43,516,6,6,КРАСНОАРМIЙСЬКА ОБ'ЄДНАНА ДПI (ДИМИТРIВСЬКЕ ВIД-НЯ),М.ДИМИТРОВ
44,561,61,2,ДПI У БУДЬОНIВСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХ У ДОН.О,БУДЬОНIВСЬКИЙ Р-Н М.ДОНЕЦЬК
45,562,62,2,ДПI У ВОРОШИЛОВСЬКОМУ Р-I М.ДОНЕЦЬКА ГУ МIНДОХ У ДОН.О,ВОРОШИЛОВСЬКИЙ Р-Н М.ДОНЕЦЬК
46,563,63,2,ДПI У КАЛIНIНСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХ У ДОН.ОБ,КАЛIНIНСЬКИЙ Р-Н М.ДОНЕЦЬК
47,564,64,2,ДПI У КИЇВСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХОДIВ У ДОН.О,КИЇВСЬКИЙ Р-Н М.ДОНЕЦЬК
48,565,65,2,ДПI У КIРОВСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХОДIВ У ДОН.,КIРОВСЬКИЙ Р-Н М.ДОНЕЦЬК
49,566,66,2,ДПI У КУЙБИШЕВСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХ У ДОН.О,КУЙБИШЕВСЬКИЙ Р-Н М.ДОНЕЦЬК
50,567,67,2,ДПI У ЛЕНIНСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХ У ДОН.ОБЛ,ЛЕНIНСЬКИЙ Р-Н М.ДОНЕЦЬК
51,568,68,2,ДПI У ПЕТРОВСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХ У ДОН.ОБЛ,ПЕТРОВСЬКИЙ Р-Н М.ДОНЕЦЬК
52,569,69,2,ДПI У ПРОЛЕТАРСЬКОМУ Р-НI М.ДОНЕЦЬКА ГУ МIНДОХ У ДОН О,ПРОЛЕТАРСЬКИЙ Р-Н М.ДОНЕЦЬК
53,507,7,6,ДОБРОПIЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ДОБРОПIЛЛЯ
54,599,70,14,СХIДНА МИТНИЦЯ МIНДОХОДIВ,КИЇВСЬКИЙ Р-Н М.ДОНЕЦЬК
55,503,71,6,ГОРЛIВСЬКА ОБ'ЄДНАНА ДПI (ЦЕНТРАЛЬНО-МIСЬКЕ ВIД-НЯ),ЦЕНТРАЛЬНО-МIСЬКИЙ Р-Н М.ГОРЛIВКА
56,503,72,6,ГОРЛIВСЬКА ОБ'ЄДНАНА ДПI (КАЛIНIНСЬКЕ ВIД-НЯ),КАЛIНIНСЬКИЙ Р-Н М.ГОРЛIВКА
57,503,73,6,ГОРЛIВСЬКА ОБ'ЄДНАНА ДПI (МИКИТIВСЬКЕ ВIД-НЯ),МИКИТОВСЬКИЙ Р-Н М.ГОРЛIВКА
58,508,8,2,ДПI У М.ДОКУЧАЄВСЬКУ ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,М.ДОКУЧАЄВСЬК
59,581,81,6,ЖОВТНЕВА ОДПI М.МАРIУПОЛЯ ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБ,ЖОВТНЕВИЙ Р-Н М.МАРIУПОЛЬ
60,519,82,6,МАРIУПОЛЬСЬКА ОБ'ЄДНАНА ДПI (IЛЛIЧIВСЬКЕ ВIД-НЯ),IЛЛIЧIВСЬКИЙ Р-Н М.МАРIУПОЛЬ
61,519,83,6,МАРIУПОЛЬСЬКА ОБ'ЄДНАНА ДПI (ОРДЖОНIКIДЗЕВСЬКЕ ВIД-НЯ),ОРДЖОНIКIДЗЕВСЬКИЙ Р-Н М.МАРIУПОЛЬ
62,581,84,6,ЖОВТНЕВА ОБ'ЄДНАНА ДПI М.МАРIУПОЛЯ (ПРИМОРСЬКЕ ВIД-НЯ),ПРИМОРСЬКИЙ Р-Н М.МАРIУПОЛЬ
63,509,9,8,СДПI ПО РОБОТI З ВПП У М.ДОНЕЦЬКУ ДПС,М.ДОНЕЦЬК
64,518,91,6,МАКIЇВСЬКА ОБ'ЄДНАНА ДПI (ЦЕНТРАЛЬНО-МIСЬКЕ ВIД-НЯ),ЦЕНТРАЛЬНО-МIСЬКИЙ Р-Н М.МАКIЇВКА
65,518,92,6,МАКIЇВСЬКА ОБ'ЄДНАНА ДПI (ЧЕРВОНОГВАРДIЙСЬКЕ ВIД-НЯ),ЧЕРВОНОГВАРДIЙСЬКИЙ Р-Н М.МАКIЇВКА
66,518,93,6,МАКIЇВСЬКА ОБ'ЄДНАНА ДПI (КIРОВСЬКЕ ВIД-НЯ),КIРОВСЬКИЙ Р-Н М.МАКIЇВКА
67,518,94,6,МАКIЇВСЬКА ОБ'ЄДНАНА ДПI (СОВЄТСЬКЕ ВIД-НЯ),СОВЄТСЬКИЙ Р-Н М.МАКIЇВКА
68,518,95,6,МАКIЇВСЬКА ОБ'ЄДНАНА ДПI (ГIРНИЦЬКЕ ВIД-НЯ),ГIРНИЦЬКИЙ Р-Н М.МАКIЇВКА
69,548,97,12,ОПЕРАТИВНЕ УПРАВЛIННЯ ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛ.,ДОНЕЦЬКА ОБЛАСТЬ
70,549,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ У ДОНЕЦЬКIЙ ОБЛАСТI,ДОНЕЦЬКА ОБЛАСТЬ
71,599,99,1,ГУ МIНДОХОДIВ У ДОНЕЦЬКIЙ ОБЛАСТI,ДОНЕЦЬКА ОБЛАСТЬ
72,601,1,6,АНДРУШIВСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,АНДРУШIВСЬКИЙ Р-Н
73,610,10,6,КОРОСТИШIВСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,КОРОСТИШIВСЬКИЙ Р-Н
74,611,11,6,ЛУГИНСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,ЛУГИНСЬКИЙ Р-Н
75,623,12,6,ЛЮБАРСЬКЕ ВIДДIЛЕННЯ ЧУДНIВСЬКОЇ ОДПI,ЛЮБАРСЬКИЙ Р-Н
76,613,13,6,МАЛИНСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,МАЛИНСЬКИЙ Р-Н
77,616,14,6,НАРОДИЦЬКЕ ВIДДIЛЕННЯ ОВРУЦЬКОЇ ОДПI,НАРОДИЦЬКИЙ Р-Н
78,615,15,6,НОВОГРАД-ВОЛИНСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,НОВОГРАД-ВОЛИНСЬКИЙ Р-Н
79,616,16,6,ОВРУЦЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,ОВРУЦЬКИЙ Р-Н
80,611,17,6,ОЛЕВСЬКЕ ВIДДIЛЕННЯ ЛУГИНСЬКОЇ ОДПI,ОЛЕВСЬКИЙ Р-Н
81,601,18,6,ПОПIЛЬНЯНСЬКЕ ВIДДIЛЕННЯ АНДРУШIВСЬКОЇ ОДПI,ПОПIЛЬНЯНСЬКИЙ Р-Н
82,613,19,6,РАДОМИШЛЬСЬКЕ ВIДДIЛЕННЯ МАЛИНСЬКОЇ ОДПI,РАДОМИШЛЬСЬКИЙ Р-Н
83,615,2,6,БАРАНIВСЬКЕ ВIДДIЛЕННЯ НОВОГРАД-ВОЛИНСЬКОЇ ОДПI,БАРАНIВСЬКИЙ Р-Н
84,601,20,6,РУЖИНСЬКЕ ВIДДIЛЕННЯ АНДРУШIВСЬКОЇ ОДПI,РУЖИНСЬКИЙ Р-Н
85,605,21,6,ЧЕРВОНОАРМIЙСЬКЕ ВIДДIЛЕН. ВОЛОДАРСЬКО-ВОЛИНСЬКОЇ ОДПI,ЧЕРВОНОАРМIЙСЬКИЙ Р-Н
86,605,22,6,ЧЕРНЯХIВСЬКЕ ВIДДIЛЕННЯ ВОЛОДАРСЬКО-ВОЛИНСЬКОЇ ОДПI,ЧЕРНЯХIВСЬКИЙ Р-Н
87,623,23,6,ЧУДНIВСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,ЧУДНIВСЬКИЙ Р-Н
88,603,24,6,БЕРДИЧIВСЬКА ОБ'ЄДНАНА ДПI (М.БЕРДИЧIВ),М.БЕРДИЧIВ
89,625,25,6,ЖИТОМИРСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,М.ЖИТОМИР
90,609,26,6,КОРОСТЕНСЬКА ОБ'ЄДНАНА ДПI (М.КОРОСТЕНЬ),М.КОРОСТЕНЬ
91,615,27,6,НОВОГРАД-ВОЛИНСЬКА ОБ'ЄДНАНА ДПI (М.НОВОГРАД-ВОЛ),М.НОВОГРАД-ВОЛИНСЬКИЙ
92,625,28,2,ДПI У М. ЖИТОМИР,БОГУНСЬКИЙ Р-Н М.ЖИТОМИР
93,625,29,2,ДПI У М. ЖИТОМИР,КОРОЛЬОВСЬКИЙ Р-Н М.ЖИТОМИР
94,603,3,6,БЕРДИЧIВСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,БЕРДИЧIВСЬКИЙ Р-Н
95,630,30,1,ГУ МIНДОХОДIВ У ЖИТОМИРСЬКIЙ ОБЛАСТI,ЖИТОМИРСЬКА ОБЛАСТЬ
96,610,4,6,БРУСИЛIВСЬКЕ ВIДДIЛЕННЯ КОРОСТИШIВСЬКОЇ ОДПI,БРУСИЛIВСЬКИЙ Р-Н
97,605,5,6,ВОЛОДАРСЬКО-ВОЛИНСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,ВОЛОДАРСЬКО-ВОЛИНСЬКИЙ Р-Н
98,613,50,6,МАЛИНСЬКА ОБ'ЄДНАНА ДПI (М.МАЛИН),М.МАЛИН
99,615,6,6,РОМАНIВСЬКЕ ВIДДIЛЕННЯ НОВОГРАД-ВОЛИНСЬКОЇ ОДПI,РОМАНIВСЬКИЙ Р-Н
100,615,7,6,ЄМIЛЬЧИНСЬКЕ ВIДДIЛЕННЯ НОВОГРАД-ВОЛИНСЬКОЇ ОДПI,ЄМIЛЬЧИНСЬКИЙ Р-Н
101,699,70,14,ЖИТОМИРСЬКА МИТНИЦЯ ДФС,ЖИТОМИРСЬКА ОБЛАСТЬ
102,625,8,6,ЖИТОМИРСЬКА ОБ'ЄДНАНА ДПI (ЖИТОМИРСЬКИЙ РАЙОН),ЖИТОМИРСЬКИЙ Р-Н
103,609,9,6,КОРОСТЕНСЬКА ОБ'ЄДНАНА ДПI ГУ МIНДОХОДIВ,КОРОСТЕНСЬКИЙ Р-Н
104,648,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ В ЖИТОМИРСЬКIЙ,ЖИТОМИРСЬКА ОБЛАСТЬ
105,649,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПА УКРАЇНИ В ЖИТОМ. ОБЛ,ЖИТОМИРСЬКА ОБЛАСТЬ
106,701,1,2,ДПI У М.УЖГОРОДI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ ОБЛАСТI,М.УЖГОРОД
107,714,10,6,УЖГОРОДСЬКА ОДПI ГУ МIНДОХОДIВ (ПЕРЕЧИНСЬКЕ ВIД-НЯ),ПЕРЕЧИНСЬКИЙ Р-Н
108,711,11,2,ДПI У РАХIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ О,РАХIВСЬКИЙ Р-Н
109,712,12,6,СВАЛЯВСЬКА  ОДПI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ ОБЛАСТI,СВАЛЯВСЬКИЙ Р-Н
110,713,13,2,ДПI У ТЯЧIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ О,ТЯЧIВСЬКИЙ Р-Н
111,714,14,6,УЖГОРОДСЬКА ОДПI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ ОБЛАСТI,УЖГОРОДСЬКИЙ Р-Н
112,715,15,6,ХУСТСЬКА ОДПI  ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ ОБЛАСТI,ХУСТСЬКИЙ Р-Н
113,716,16,1,ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ ОБЛАСТI,ЗАКАРПАТСЬКА ОБЛАСТЬ
114,715,17,6,ХУСТСЬКА ОБ'ЄДНАНА ДПI (М.ХУСТ),М.ХУСТ
115,703,18,6,БЕРЕГIВСЬКА ОБ'ЄДНАНА ДПI (М.БЕРЕГОВО),М.БЕРЕГОВО
116,709,2,6,МУКАЧIВСЬКА ОБ'ЄДНАНА ДПI (М.МУКАЧЕВО),М.МУКАЧЕВО
117,703,3,6,БЕРЕГIВСЬКА  ОДПI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ ОБЛАСТ,БЕРЕГIВСЬКИЙ Р-Н
118,714,4,6,УЖГОРОДСЬКА ОДПI ГУ МIНДОХОДIВ (ВЕЛИКОБЕРЕЗНЯНСЬКЕ ВIД,ВЕЛИКОБЕРЕЗНЯНСЬКИЙ Р-Н
119,705,5,2,ДПI У ВИНОГРАДIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬ,ВИНОГРАДIВСЬКИЙ Р-Н
120,714,51,6,УЖГОРОДСЬКА ОДПI (М.ЧОП),М.ЧОП
121,712,6,6,СВАЛЯВСЬКА ОДПI ГУ МIНДОХОДIВ (ВОЛОВЕЦЬКЕ ВIД-НЯ),ВОЛОВЕЦЬКИЙ Р-Н
122,707,7,2,ДПI В IРШАВСЬКОМУ Р-НI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ О,IРШАВСЬКИЙ Р-Н
123,799,70,14,ЧОПСЬКА МИТНИЦЯ МIНДОХОДIВ,М.ЧОП
124,708,8,2,ДПI У МIЖГIРСЬКОМУ РАЙОНI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКI,МIЖГIРСЬКИЙ Р-Н
125,709,9,6,МУКАЧIВСЬКА ОДПI ГУ МIНДОХОДIВ У ЗАКАРПАТСЬКIЙ ОБЛАСТI,МУКАЧIВСЬКИЙ Р-Н
126,748,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ У ЗАКАРПАТСЬКIЙ ОБЛАСТI,ЗАКАРПАТСЬКА ОБЛАСТЬ
127,749,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ В ЗАКАРП. ОБЛ.,ЗАКАРПАТСЬКА ОБЛАСТЬ
128,801,1,1,ГУ ДФС У ЗАПОРIЗЬКIЙ ОБЛАСТI,ЗАПОРIЗЬКА ОБЛАСТЬ
129,815,10,6,ПОЛОГIВСЬКА ОДПI ГУ МIНДОХОДIВ КУЙБИШЕВСЬКЕ ВIД.,КУЙБИШЕВСЬКИЙ РАЙОН
130,832,11,6,МЕЛIТОПОЛЬСЬКА ОДПI ГУ МIНДОХОДIВ (МЕЛIТОПОЛЬСЬКИИЙ Р),МЕЛIТОПОЛЬСЬКИЙ РАЙОН
131,833,12,6,ТОКМАЦЬКА ОДПI ГУ МIНДОХОДIВ МИХАЙЛIВСЬКЕ ВIДДIЛЕННЯ,МИХАЙЛIВСЬКИЙ РАЙОН
132,806,13,6,ВIЛЬНЯНСЬКА OДПI ГУ МIНДОХОДIВ НОВОМИКОЛАЇВСЬКЕ ВIД.,НОВОМИКОЛАЇВСЬКИЙ РАЙОН
133,815,14,6,ПОЛОГIВСЬКА ОДПI ГУ МIНДОХОДIВ ОРIХIВСЬКЕ ВIДДIЛЕННЯ,ОРIХIВСЬКИЙ РАЙОН
134,815,15,6,ПОЛОГIВСЬКА ОДПI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛАСТI,ПОЛОГIВСЬКИЙ РАЙОН
135,817,16,6,ПРИМОРСЬКА ОДПI ГУ МIНДОХОДIВ ПРИАЗОВСЬКЕ ВIДДIЛЕННЯ,ПРИАЗОВСЬКИЙ РАЙОН
136,817,17,6,ПРИМОРСЬКА ОДПI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛАСТI,ПРИМОРСЬКИЙ РАЙОН
137,815,18,6,ПОЛОГIВСЬКА ОДПI ГУ МIНДОХОДIВ РОЗIВСЬКЕ ВIДДIЛЕННЯ,РОЗIВСЬКИЙ РАЙОН
138,833,19,6,ТОКМАЦЬКА ОДПI ГУ МIНДОХОДIВ (ТОКМАЦЬКИЙ РАЙОН),ТОКМАЦЬКИЙ РАЙОН
139,822,2,6,БЕРДЯНСЬКА ОДПI ГУ МIНДОХОДIВ (БЕРДЯНСЬКИЙ РАЙОН),БЕРДЯНСЬКИЙ РАЙОН
140,833,20,6,ТОКМАЦЬКА ОДПI ГУ МIНДОХОДIВ ЧЕРНIГIВСЬКЕ ВIДДIЛЕННЯ,ЧЕРНIГIВСЬКИЙ РАЙОН
141,832,21,6,МЕЛIТОПОЛЬСЬКА ОДПI ГУ МIНДОХОДIВ ЯКИМIВСЬКЕ ВIД.,ЯКИМIВСЬКИЙ РАЙОН
142,822,22,6,БЕРДЯНСЬКА ОДПI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛАСТI,М. БЕРДЯНСЬК
143,823,23,6,ЕНЕРГОДАРСЬКА ОДПI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛАСТI,М.ЕНЕРГОДАР
144,824,24,8,СДПI ПО РОБОТI З ВПП У М.ЗАПОРIЖЖI  ДПС,М.ЗАПОРIЖЖЯ
145,825,25,2,ДПI У ЗАВОДСЬКОМУ Р-НI М.ЗАПОРIЖЖЯ ГУ МIНДОХОДIВ У ЗАП,ЗАВОДСЬКИЙ Р-Н М.ЗАПОРIЖЖЯ
146,826,26,2,ДПI У ЖОВТНЕВОМУ Р-НI М.ЗАПОРIЖЖЯ ГУ МIНДОХОДIВ У ЗАП,ЖОВТНЕВИЙ РАЙОН М.ЗАПОРIЖЖЯ
147,827,27,2,ДПI У КОМУНАРСЬКОМУ Р-НI М.ЗАПОРIЖЖЯ ГУ МIНДОХОДIВ У З,КОМУНАРСЬКИЙ РАЙОН М.ЗАПОРIЖЖЯ
148,828,28,2,ДПI У ЛЕНIНСЬКОМУ Р-НI М.ЗАПОРIЖЖЯ ГУ МIНДОХОДIВ У ЗАП,ЛЕНIНСЬКИЙ РАЙОН М.ЗАПОРIЖЖЯ
149,829,29,2,ДПI В ОРДЖОНIКIДЗЕВСЬКОМУ Р-НI М.ЗАПОРIЖЖЯ ГУ МIНДОХОД,ОРДЖОНIКIДЗЕВСЬКИЙ РАЙОН М.ЗАПОРIЖЖЯ
150,833,3,6,ТОКМАЦЬКА ОДПI ГУ МIНДОХОДIВ ВАСИЛIВСЬКЕ ВIДДIЛЕННЯ,ВАСИЛIВСЬКИЙ РАЙОН
151,830,30,2,ДПI У ШЕВЧЕНКIВСЬКОМУ Р-НI М.ЗАПОРIЖЖЯ ГУ МIНДОХОДIВ,ШЕВЧЕНКIВСЬКИЙ РАЙОН М.ЗАПОРIЖЖЯ
152,831,31,2,ДПI У ХОРТИЦЬКОМУ Р-НI М.ЗАПОРIЖЖЯ ГУ МIНДОХОДIВ У ЗАП,ХОРТИЦЬКИЙ РАЙОН М.ЗАПОРIЖЖЯ
153,832,32,6,МЕЛIТОПОЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛ.,М.МЕЛIТОПОЛЬ
154,833,33,6,ТОКМАЦЬКА ОДПI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛАСТI,М.ТОКМАК
155,823,4,6,ЕНЕРГОДАРСЬКА ОДПI ГУ МIНДОХОДIВ ВЕЛИКОБIЛОЗЕРСЬКЕ ВIД,ВЕЛИКОБIЛОЗЕРСЬКИЙ РАЙОН
156,832,5,6,МЕЛIТОПОЛЬСЬКА ОДПI ГУ МIНДОХОДIВ ВЕСЕЛIВСЬКЕ ВIД.,ВЕСЕЛIВСЬКИЙ РАЙОН
157,806,6,6,ВIЛЬНЯНСЬКА OДПI ГУ МIНДОХОДIВ У ЗАПОРIЗЬКIЙ ОБЛАСТI,ВIЛЬНЯНСЬКИЙ РАЙОН
